p_id,p_type,p_size,p_price,p_status,agent_id
463,sale,2036,768094,available,202401
464,rent,4019,190941,available,202401
465,sale,1885,698606,sold,202403
466,sale,2705,685529,available,202404
467,rent,871,423830,available,202401
468,sale,1338,766654,sold,202401
469,sale,3368,951360,available,202401
470,sale,2395,828038,available,202404
471,sale,4923,776855,sold,202403
472,sale,1850,132308,available,202404
473,sale,2263,782639,available,202404
474,rent,1101,692956,sold,202403
475,rent,3932,464834,available,202402
476,sale,1478,486831,sold,202404
477,sale,3712,825252,sold,202404
478,sale,1777,282115,available,202404
479,rent,4994,119081,sold,202403
480,sale,2635,739658,available,202401
481,rent,1356,253583,available,202402
482,rent,2434,816914,available,202404
483,sale,4872,178190,sold,202402
484,sale,2076,679562,sold,202401
485,sale,1110,976222,sold,202401
486,sale,2341,856782,sold,202402
487,rent,1250,706147,available,202402
488,rent,3479,818605,available,202403
489,sale,2779,943591,available,202402
490,sale,570,432527,sold,202401
491,sale,1263,268680,available,202403
492,rent,4029,578933,available,202403
493,sale,3575,795271,sold,202403
494,sale,843,499887,sold,202404
495,sale,4394,535931,sold,202401
496,rent,4366,644054,sold,202402
497,rent,1783,580938,sold,202403
498,rent,2843,796228,sold,202401
499,rent,1415,940747,sold,202401
500,rent,3556,780755,sold,202403
501,sale,2443,110186,available,202401
502,rent,2039,172824,available,202402
503,sale,3652,184556,available,202401
504,rent,1017,935466,sold,202404
505,rent,1629,352811,available,202403
506,sale,2371,738626,sold,202404
507,rent,4946,147646,sold,202402
508,sale,2266,696481,sold,202404
509,rent,2478,68213,available,202403
510,sale,4452,188898,sold,202404
511,rent,4456,542393,sold,202404
512,rent,1855,378967,available,202403
513,rent,1188,102892,available,202403
514,rent,1714,520295,sold,202401
515,sale,2957,603565,sold,202404
516,sale,1122,72757,sold,202401
517,rent,1280,671588,sold,202403
518,rent,4482,841605,sold,202404
519,rent,1518,802504,sold,202401
520,sale,4961,455089,available,202402
521,rent,4195,432114,available,202404
522,sale,3841,52105,available,202404
523,sale,2128,949350,sold,202402
524,rent,3909,655820,sold,202403
525,sale,4718,300471,sold,202402
526,sale,617,538576,available,202402
527,sale,4143,465604,available,202403
528,sale,2021,328082,sold,202403
529,rent,1943,210156,sold,202404
530,sale,3367,191326,sold,202402
531,sale,1540,888212,sold,202403
532,rent,3730,457848,available,202402
533,sale,1120,325306,sold,202403
534,rent,4793,755359,available,202401
535,sale,2012,753247,available,202404
536,rent,1432,687625,available,202403
537,rent,4568,870273,available,202403
538,rent,949,840198,available,202403
539,sale,4224,80168,available,202404
540,rent,1555,418744,sold,202404
541,sale,2894,334283,available,202402
542,sale,3354,884568,sold,202401
543,sale,2344,236057,sold,202402
544,sale,1168,968468,available,202403
545,rent,3265,155228,available,202404
546,sale,899,308359,sold,202404
547,rent,4390,667042,sold,202401
548,sale,1676,837286,sold,202404
549,rent,4970,471271,sold,202401
550,rent,2482,625280,sold,202404
551,sale,3530,187977,sold,202403
552,sale,2662,266354,sold,202404
553,sale,1729,986527,available,202403
554,rent,1463,237045,available,202401
555,sale,954,825151,sold,202404
556,sale,3710,253771,available,202404
557,sale,3194,711351,sold,202402
558,sale,1164,732525,available,202404
559,rent,3396,594775,sold,202404
560,rent,3229,590746,available,202402
561,sale,3086,593315,available,202402
562,sale,2992,947859,sold,202401
563,sale,3097,245402,sold,202401
564,rent,1247,620032,sold,202404
565,rent,3841,635100,sold,202403
566,rent,3736,195664,available,202403
567,sale,692,635726,available,202403
568,sale,2526,889592,available,202402
569,sale,2109,57553,sold,202404
570,rent,1267,814864,available,202401
571,rent,4739,891180,available,202402
572,rent,575,602515,sold,202402
573,sale,1017,766166,sold,202403
574,sale,1469,729445,sold,202403
575,rent,882,456148,available,202403
576,rent,1512,613036,sold,202402
577,rent,4079,910223,available,202404
578,sale,2088,444371,available,202403
579,sale,1501,813766,available,202404
580,sale,2943,309954,sold,202403
581,rent,3425,910990,available,202404
582,rent,2955,623232,available,202402
583,sale,4780,738171,available,202403
584,rent,4194,272740,sold,202403
585,sale,4281,99999,sold,202402
586,sale,647,262559,available,202403
587,rent,1516,223446,available,202402
588,rent,1989,820511,available,202404
589,rent,4669,456684,available,202403
590,sale,3404,527046,available,202401
591,sale,3838,276568,available,202401
592,sale,3458,515570,available,202403
593,rent,4011,55111,available,202401
594,rent,1520,679780,sold,202402
595,sale,3359,860050,sold,202401
596,sale,1122,763006,sold,202401
597,sale,2972,827345,sold,202404
598,rent,2753,107496,available,202402
599,sale,3607,444928,available,202401
600,rent,3801,727576,sold,202401
601,sale,741,102137,sold,202401
602,rent,4118,386192,sold,202402
603,rent,4867,176499,sold,202401
604,rent,3822,779111,sold,202401
605,rent,1821,304977,sold,202402
606,rent,1229,255714,sold,202402
607,sale,4885,562788,available,202402
608,rent,3841,152428,sold,202403
609,sale,2577,304618,available,202403
610,rent,1234,961216,available,202403
611,sale,2972,727981,sold,202403
612,sale,1132,263287,available,202402
613,sale,4602,107556,available,202403
614,rent,2230,750969,available,202401
615,rent,3262,396669,available,202402
616,sale,3521,136814,available,202404
617,sale,2984,302106,available,202401
618,sale,720,873289,sold,202404
619,sale,4338,941362,sold,202402
620,rent,4795,838746,available,202402
621,sale,1520,185819,sold,202401
622,rent,2994,889776,available,202401
623,sale,1784,869221,available,202402
624,sale,4496,721596,available,202401
625,rent,3868,503505,sold,202403
626,rent,4360,179272,available,202401
627,sale,4584,412188,sold,202401
628,rent,4837,80180,available,202401
629,rent,3701,556731,sold,202404
630,sale,1045,270043,available,202401
631,sale,4484,602043,sold,202401
632,rent,959,981064,available,202403
633,sale,910,891205,available,202403
634,rent,4545,144530,sold,202403
635,sale,4247,522036,sold,202404
636,sale,875,683014,available,202402
637,sale,3912,839942,sold,202404
638,sale,2215,293245,available,202403
639,rent,2692,514822,available,202404
640,sale,1290,367607,sold,202402
641,sale,4331,310557,sold,202402
642,sale,1967,92549,sold,202404
643,rent,2711,563695,sold,202404
644,rent,3172,459133,available,202402
645,rent,1122,471588,available,202403
646,rent,2594,857406,available,202403
647,sale,3522,935858,available,202401
648,rent,2655,361434,available,202402
649,rent,2747,198914,sold,202403
650,rent,3841,258368,available,202404
651,sale,4301,185926,sold,202404
652,rent,4316,590691,sold,202403
653,rent,2054,658634,sold,202402
654,rent,2808,475798,sold,202402
655,rent,2252,957174,available,202402
656,rent,3180,234468,available,202401
657,rent,2903,658707,sold,202401
658,sale,2621,477728,available,202403
659,rent,4739,861669,available,202403
660,sale,2443,927500,available,202402
661,rent,2609,487200,available,202404
662,sale,4256,164874,sold,202401
663,sale,1810,120736,available,202403
664,sale,2684,511929,available,202402
665,sale,1114,594267,sold,202401
666,sale,4625,78075,sold,202404
667,rent,1261,742402,available,202404
668,sale,3465,614177,available,202404
669,rent,1256,367687,available,202404
670,rent,639,631977,available,202403
671,sale,2821,845387,sold,202404
672,rent,2030,370889,available,202401
673,rent,3955,584392,available,202401
674,rent,3902,615826,available,202402
675,sale,4045,89302,sold,202403
676,sale,3933,911526,sold,202402
677,rent,616,540037,available,202403
678,rent,3629,566654,sold,202403
679,rent,3675,729240,available,202404
680,sale,4597,148149,available,202404
681,rent,1002,610207,available,202403
682,rent,4117,305672,available,202404
683,sale,892,908017,available,202402
684,sale,1626,275927,available,202404
685,rent,4714,230340,available,202403
686,rent,777,565322,available,202401
687,sale,1523,764492,sold,202401
688,rent,967,265625,available,202403
689,rent,1758,710831,available,202403
690,sale,3544,735195,sold,202401
691,rent,2611,719461,available,202403
692,rent,2373,731771,sold,202401
693,sale,1107,241892,sold,202401
694,sale,711,191532,sold,202403
695,sale,3386,496479,available,202402
696,sale,972,982825,available,202403
697,rent,3888,61696,available,202404
698,sale,2642,994113,sold,202403
699,sale,3653,242867,sold,202401
700,rent,4487,382470,available,202403
701,sale,1953,675546,available,202404
702,rent,2477,633261,sold,202403
703,rent,4306,413092,available,202402
704,sale,4801,867167,available,202402
705,rent,3583,788505,available,202402
706,sale,1012,758463,sold,202404
707,rent,2572,331503,sold,202402
708,rent,4817,73214,sold,202404
709,rent,2540,541427,available,202403
710,sale,4173,918652,available,202401
711,rent,2663,334361,sold,202403
712,sale,583,367118,available,202402
713,sale,3953,301485,available,202404
714,rent,1554,100421,sold,202401
715,sale,2457,719368,available,202402
716,rent,1580,138073,sold,202401
717,sale,4387,231903,sold,202401
718,rent,804,965073,available,202404
719,rent,2992,426651,available,202403
720,rent,3010,857853,available,202403
721,rent,1902,446469,available,202404
722,sale,935,125804,sold,202403
723,sale,917,939592,available,202402
724,rent,2515,392947,sold,202401
725,sale,3693,727243,available,202401
726,rent,1246,836993,available,202404
727,rent,4194,272496,available,202402
728,sale,1378,147288,sold,202402
729,rent,563,288076,available,202404
730,rent,3131,215339,sold,202403
731,rent,2176,837793,sold,202404
732,rent,2311,400190,available,202401
733,sale,2096,599775,available,202403
734,sale,1751,332060,available,202402
735,rent,3431,536810,sold,202401
736,rent,1192,436533,sold,202404
737,rent,1014,535839,sold,202402
738,rent,3538,616801,sold,202401
739,rent,2297,898832,available,202402
740,sale,2297,569593,available,202403
741,sale,3977,565078,sold,202402
742,sale,3887,409155,available,202401
743,sale,507,797267,sold,202402
744,sale,3999,492746,sold,202402
745,rent,1304,367433,sold,202403
746,sale,943,206166,sold,202402
747,rent,3609,125828,sold,202402
748,sale,2451,180797,sold,202402
749,rent,2120,388618,sold,202402
750,sale,1107,724267,available,202401
751,sale,4625,573392,sold,202404
752,rent,2921,935438,sold,202401
753,sale,936,868907,sold,202403
754,rent,1699,571040,sold,202404
755,rent,3791,406241,sold,202401
756,sale,3971,731625,sold,202403
757,sale,4978,947279,sold,202401
758,rent,1304,841698,sold,202401
759,sale,2712,416227,sold,202404
760,sale,3298,500190,sold,202402
761,sale,4128,240559,available,202401
762,sale,2663,863842,available,202404
763,rent,4516,363160,available,202403
764,rent,673,334724,sold,202402
765,sale,1213,646574,available,202402
766,sale,4944,646677,sold,202404
767,sale,4830,392914,sold,202403
768,rent,1647,119532,sold,202401
769,sale,3466,790915,sold,202401
770,sale,1481,953609,available,202403
771,sale,1876,184832,sold,202403
772,rent,2795,353192,sold,202404
773,rent,4388,753337,sold,202403
774,rent,2126,777180,available,202403
775,sale,1988,959689,available,202402
776,sale,3846,695369,available,202404
777,sale,2370,974475,available,202401
778,rent,696,372172,sold,202403
779,sale,3415,523412,available,202401
780,sale,2934,210945,available,202401
781,sale,4714,413624,sold,202402
782,sale,3636,740251,available,202404
783,sale,2067,717959,available,202401
784,rent,1502,953885,sold,202402
785,rent,1055,101596,available,202401
786,rent,4612,275659,available,202401
787,rent,1762,867064,available,202401
788,rent,3719,777850,sold,202403
789,sale,1732,87795,available,202402
790,rent,1010,918476,sold,202401
791,sale,3915,976297,available,202401
792,sale,3275,676789,available,202402
793,sale,4302,716474,sold,202404
794,rent,4202,259248,sold,202402
795,rent,4196,817647,sold,202401
796,rent,1996,691193,sold,202403
797,rent,4415,614478,sold,202404
798,sale,3825,680055,sold,202404
799,sale,2826,618366,sold,202401
800,sale,613,109901,available,202404
801,rent,3380,149905,sold,202401
802,rent,1148,980695,available,202404
803,sale,1246,196092,sold,202404
804,sale,1855,713404,available,202402
805,rent,4870,899900,available,202402
806,sale,2532,863557,available,202403
807,rent,3057,885137,available,202401
808,sale,830,98252,available,202403
809,sale,4388,820851,available,202401
810,rent,2376,422042,available,202403
811,sale,1048,265074,sold,202403
812,rent,1141,490169,available,202402
813,rent,2989,260246,available,202402
814,rent,4565,287483,available,202403
815,sale,3387,314156,sold,202403
816,rent,3855,381775,sold,202401
817,rent,3680,66406,sold,202404
818,sale,3433,457822,available,202402
819,rent,4351,673832,available,202404
820,sale,4144,882743,available,202403
821,sale,1287,480355,available,202403
822,rent,4191,316642,available,202404
823,rent,3394,481193,available,202401
824,rent,889,948527,available,202404
825,rent,2365,108871,sold,202401
826,rent,4748,873866,available,202401
827,rent,1507,235526,available,202404
828,rent,2396,884233,available,202403
829,sale,3120,673520,available,202401
830,sale,671,902189,sold,202404
831,sale,1037,873527,sold,202404
832,rent,1145,502380,available,202402
833,rent,2269,339417,sold,202401
834,sale,982,480853,sold,202402
835,rent,1862,909450,sold,202401
836,sale,797,557055,sold,202403
837,rent,619,644482,available,202404
838,rent,4251,452201,sold,202402
839,rent,847,663686,sold,202404
840,sale,3218,980427,available,202404
841,rent,2799,205077,available,202403
842,rent,1820,536584,sold,202401
843,sale,1954,873653,available,202404
844,rent,3408,400336,available,202404
845,rent,2018,485130,available,202402
846,rent,3899,527858,available,202403
847,sale,3530,664735,sold,202402
848,rent,3459,771256,sold,202403
849,rent,1450,198554,available,202403
850,rent,605,434748,sold,202404
851,sale,4914,750835,sold,202402
852,sale,2729,260958,sold,202403
853,sale,4117,488594,available,202402
854,rent,1672,232336,available,202404
855,sale,1602,130671,sold,202403
856,rent,3966,253992,sold,202403
857,sale,4078,241126,sold,202402
858,sale,1672,211491,available,202403
859,rent,4951,664375,available,202401
860,rent,4185,393670,available,202402
861,sale,3561,686314,sold,202404
862,rent,4290,86116,available,202402
863,sale,611,257294,sold,202403
864,rent,3180,96357,available,202402
865,rent,4359,281831,available,202402
866,rent,4810,75803,sold,202404
867,rent,711,717342,sold,202404
868,sale,3492,773238,sold,202401
869,rent,4266,529454,sold,202403
870,rent,4193,305079,available,202402
871,sale,1836,544216,sold,202401
872,rent,4700,301304,sold,202403
873,sale,3334,476124,sold,202404
874,sale,4848,228377,sold,202401
875,rent,2867,505921,available,202402
876,rent,4047,980367,available,202404
877,sale,2756,799228,sold,202402
878,rent,1283,363524,available,202403
879,sale,4845,930032,sold,202404
880,sale,3248,55235,sold,202403
881,rent,2216,69344,sold,202401
882,sale,3788,448186,available,202403
883,rent,2517,616741,sold,202402
884,rent,3454,605344,available,202401
885,sale,3383,601279,sold,202404
886,sale,4814,303771,available,202401
887,rent,522,857062,sold,202402
888,sale,3468,795728,available,202403
889,rent,2067,400316,available,202404
890,sale,4556,717193,sold,202402
891,rent,1318,150581,sold,202404
892,sale,2942,659757,sold,202402
893,rent,708,347210,available,202403
894,rent,2024,665336,sold,202403
895,rent,892,924443,available,202402
896,rent,1989,197124,available,202403
897,rent,2282,751462,available,202401
898,rent,2616,917842,sold,202404
899,rent,914,328836,sold,202404
900,sale,2148,698820,available,202404
901,rent,1754,938964,sold,202404
902,rent,1839,783399,sold,202402
903,sale,4506,174380,available,202401
904,rent,3399,245091,available,202402
905,sale,1073,969163,available,202404
906,sale,871,650340,sold,202403
907,sale,2070,687716,sold,202404
908,sale,1877,905212,sold,202401
909,rent,4272,360131,sold,202403
910,sale,887,957568,available,202401
911,sale,2088,904798,sold,202403
912,sale,1641,267400,available,202402
913,rent,2960,61305,available,202403
914,rent,3113,996674,available,202403
915,sale,1697,95848,available,202403
916,sale,2224,339178,available,202404
917,sale,2757,460340,available,202404
918,sale,571,954205,available,202401
919,rent,2862,269613,available,202404
920,rent,1710,77599,sold,202404
921,sale,4542,807101,available,202403
922,sale,3238,874379,available,202404
923,rent,1549,896475,available,202402
924,rent,3952,154995,sold,202402
925,sale,510,527637,sold,202402
926,sale,3041,869702,sold,202402
927,sale,2153,986731,available,202404
928,rent,4045,102336,available,202402
929,sale,1199,219503,available,202402
930,rent,2576,316545,sold,202404
931,rent,4711,962047,available,202404
932,rent,1865,679549,available,202404
933,rent,3954,140835,available,202404
934,rent,849,276788,sold,202402
935,rent,1360,541622,sold,202402
936,sale,4946,86333,sold,202404
937,sale,2677,703699,sold,202404
938,rent,964,321805,available,202402
939,rent,3396,898440,sold,202402
940,sale,4226,123841,sold,202404
941,sale,2813,78708,available,202404
942,rent,1205,507451,available,202402
943,sale,3546,775133,sold,202404
944,rent,2321,547174,sold,202402
945,sale,2587,404938,sold,202404
946,sale,2261,664557,sold,202404
947,sale,2939,999682,sold,202402
948,rent,3840,723823,available,202404
949,rent,1380,312882,available,202403
950,rent,3220,412355,sold,202403
